Transaction_ID,Payment,Order_Date,Payment_Method
POS21224,1619,14-06-2024,Cash
POS21225,1891,08-09-2025,Alipay
POS21226,2793,03-02-2025,Alipay
POS21227,2792,05-02-2024,Alipay
POS21228,770,04-06-2025,Cash
POS21229,1786,19-04-2025,Alipay
POS21230,2976,24-01-2024,Alipay
POS21231,646,19-03-2025,Credit Card
POS21232,1572,25-03-2024,Alipay
POS21233,2942,15-01-2025,Credit Card
POS21234,1849,26-10-2024,Alipay
POS21235,1505,23-04-2025,WeChat Pay
POS21236,621,13-07-2024,Cash
POS21237,1085,09-01-2024,Alipay
POS21238,1029,10-03-2025,Alipay
POS21239,1827,30-05-2024,Alipay
POS21240,1559,23-09-2025,WeChat Pay
POS21241,1557,12-08-2024,Credit Card
POS21242,2414,27-02-2025,Credit Card
POS21243,1194,05-11-2025,Cash
POS21244,553,08-08-2025,Alipay
POS21245,139,31-03-2025,WeChat Pay
POS21246,1698,08-04-2025,Credit Card
POS21247,1956,03-06-2025,WeChat Pay
POS21248,1800,27-09-2025,WeChat Pay
POS21249,1428,17-11-2025,WeChat Pay
POS21250,630,08-07-2025,Alipay
POS21251,2287,14-01-2024,Cash
POS21252,1913,14-06-2025,Cash
POS21253,1455,20-03-2024,WeChat Pay
POS21254,1115,01-09-2024,Cash
POS21255,2724,10-04-2024,Alipay
POS21256,1150,03-04-2025,WeChat Pay
POS21257,1556,28-11-2024,WeChat Pay
POS21258,591,30-05-2024,Alipay
POS21259,1060,30-09-2024,WeChat Pay
POS21260,2620,25-03-2025,Cash
POS21261,2590,19-07-2024,Credit Card
POS21262,1730,01-01-2025,Cash
POS21263,1773,29-03-2024,Alipay
POS21264,2822,14-05-2024,WeChat Pay
POS21265,1992,26-08-2025,Cash
POS21266,2529,08-07-2025,Alipay
POS21267,2574,17-07-2025,Credit Card
POS21268,1271,27-12-2024,Credit Card
POS21269,1671,06-02-2024,Alipay
POS21270,721,22-03-2024,Cash
POS21271,2229,04-10-2024,Credit Card
POS21272,134,29-09-2024,WeChat Pay
POS21273,1366,03-01-2024,Alipay
POS21274,959,19-08-2025,Credit Card
POS21275,867,24-05-2024,Cash
POS21276,2838,17-12-2024,Alipay
POS21277,1626,06-02-2025,Credit Card
POS21278,1212,11-07-2025,Cash
POS21279,1168,07-06-2025,Credit Card
POS21280,1153,20-10-2025,Alipay
POS21281,229,15-10-2024,Cash
POS21282,23,01-10-2024,Credit Card
POS21283,553,15-01-2025,Alipay
POS21284,1587,09-02-2025,WeChat Pay
POS21285,2323,09-07-2025,Cash
POS21286,889,02-01-2024,Cash
POS21287,729,05-10-2024,Cash
POS21288,1570,25-05-2025,Credit Card
POS21289,2987,07-10-2024,Credit Card
POS21290,1974,20-11-2025,WeChat Pay
POS21291,1033,13-01-2025,Credit Card
POS21292,112,23-12-2025,WeChat Pay
POS21293,2581,13-02-2024,Alipay
POS21294,2618,03-09-2025,Credit Card
POS21295,812,08-02-2024,Alipay
POS21296,892,26-11-2025,Alipay
POS21297,2805,16-09-2025,Credit Card
POS21298,984,13-03-2024,WeChat Pay
POS21299,2802,09-11-2024,Cash
POS21300,2040,27-06-2024,Credit Card
POS21301,2617,26-04-2025,Alipay
POS21302,2457,27-02-2025,Cash
POS21303,2178,15-08-2024,WeChat Pay
POS21304,1675,24-11-2024,Cash
POS21305,276,08-12-2024,Alipay
POS21306,2255,04-02-2025,Cash
POS21307,416,19-12-2025,WeChat Pay
POS21308,131,22-07-2025,WeChat Pay
POS21309,2809,18-03-2024,WeChat Pay
POS21310,1097,07-07-2025,Cash
POS21311,1754,31-07-2025,Alipay
POS21312,2596,13-06-2025,Alipay
POS21313,931,26-01-2025,Alipay
POS21314,2011,12-04-2025,Alipay
POS21315,342,20-12-2025,Alipay
POS21316,363,26-03-2025,Cash
POS21317,1868,19-10-2025,Cash
POS21318,2244,26-10-2024,Cash
POS21319,1414,20-09-2024,WeChat Pay
POS21320,2629,12-03-2024,Credit Card
POS21321,2657,14-05-2025,Credit Card
POS21322,1330,02-02-2025,Cash
POS21323,506,23-05-2024,WeChat Pay
POS21324,1693,16-09-2025,Alipay
POS21325,559,04-10-2025,WeChat Pay
POS21326,1683,25-09-2024,Credit Card
POS21327,512,30-08-2024,Alipay
POS21328,2110,07-07-2025,Cash
POS21329,1219,06-11-2024,WeChat Pay
POS21330,1802,15-03-2025,Alipay
POS21331,2865,22-10-2024,Credit Card
POS21332,435,26-11-2024,Alipay
POS21333,1822,09-10-2024,Alipay
POS21334,793,21-10-2025,WeChat Pay
POS21335,2469,22-03-2024,Alipay
POS21336,1083,25-12-2025,WeChat Pay
POS21337,619,11-09-2025,Alipay
POS21338,2767,10-01-2024,Credit Card
POS21339,350,05-09-2024,WeChat Pay
POS21340,2770,01-01-2026,Credit Card
POS21341,639,28-06-2025,Cash
POS21342,1766,12-04-2025,Cash
POS21343,430,09-03-2024,Alipay
POS21344,2503,02-05-2025,Alipay
POS21345,922,19-06-2024,Alipay
POS21346,1266,24-01-2025,WeChat Pay
POS21347,297,02-04-2025,Cash
POS21348,1234,04-07-2024,Alipay
POS21349,2980,29-01-2024,Alipay
POS21350,2347,30-06-2025,Alipay
POS21351,1133,24-05-2025,WeChat Pay
POS21352,485,03-07-2025,Credit Card
POS21353,1353,19-12-2024,WeChat Pay
POS21354,1037,15-01-2024,Credit Card
POS21355,1069,23-09-2025,Alipay
POS21356,1708,24-10-2024,WeChat Pay
POS21357,1624,28-08-2025,Alipay
POS21358,79,28-07-2025,Alipay
POS21359,1428,21-09-2025,Alipay
POS21360,1406,14-01-2025,Alipay
POS21361,2610,10-08-2024,Alipay
POS21362,785,28-09-2025,Cash
POS21363,119,02-10-2024,WeChat Pay
POS21364,449,01-01-2026,Alipay
POS21365,2090,28-03-2024,Credit Card
POS21366,2192,05-09-2025,Credit Card
POS21367,594,26-07-2024,WeChat Pay
POS21368,631,28-03-2024,Alipay
POS21369,92,03-02-2025,Cash
POS21370,408,14-05-2024,Cash
POS21371,1306,30-12-2025,Credit Card
POS21372,2807,21-03-2025,Cash
POS21373,1600,10-04-2025,WeChat Pay
POS21374,771,07-05-2024,Credit Card
POS21375,740,04-09-2025,Cash
POS21376,1754,15-03-2024,WeChat Pay
POS21377,2196,28-02-2024,Credit Card
POS21378,257,21-02-2025,Credit Card
POS21379,1262,28-03-2025,Credit Card
POS21380,2321,20-04-2024,WeChat Pay
POS21381,2299,05-02-2025,Cash
POS21382,2352,18-02-2025,WeChat Pay
POS21383,2409,30-07-2025,WeChat Pay
POS21384,1886,23-09-2025,Alipay
POS21385,1671,23-03-2025,Alipay
POS21386,1965,22-09-2025,WeChat Pay
POS21387,1055,09-04-2025,Alipay
POS21388,2758,22-03-2024,Credit Card
POS21389,1144,20-04-2024,WeChat Pay
POS21390,2336,27-03-2025,WeChat Pay
POS21391,1767,02-11-2025,Credit Card
POS21392,347,13-02-2025,Cash
POS21393,1636,17-12-2025,Cash
POS21394,981,12-02-2025,Alipay
POS21395,602,27-08-2024,WeChat Pay
POS21396,992,05-06-2024,Cash
POS21397,1269,01-06-2025,Credit Card
POS21398,2417,12-06-2024,Alipay
POS21399,2677,09-08-2025,WeChat Pay
POS21400,1992,01-10-2024,WeChat Pay
POS21401,1941,09-12-2024,Credit Card
POS21402,507,13-10-2024,Credit Card
POS21403,722,26-08-2025,Alipay
POS21404,1490,09-07-2024,Credit Card
POS21405,1340,09-09-2025,Cash
POS21406,1224,18-11-2024,Alipay
POS21407,2128,23-03-2025,Credit Card
POS21408,1040,15-09-2024,Alipay
POS21409,2134,10-07-2025,WeChat Pay
POS21410,2879,14-04-2024,Alipay
POS21411,2849,15-04-2025,WeChat Pay
POS21412,2782,31-08-2025,WeChat Pay
POS21413,996,27-07-2025,Credit Card
POS21414,2075,03-09-2024,Alipay
POS21415,2448,16-02-2025,WeChat Pay
POS21416,1089,30-11-2025,Alipay
POS21417,21,04-08-2025,Alipay
POS21418,127,05-06-2025,Alipay
POS21419,1422,28-03-2025,WeChat Pay
POS21420,2538,20-08-2024,Alipay
POS21421,587,19-09-2024,Credit Card
POS21422,2607,31-08-2024,Alipay
POS21423,1675,12-07-2024,Alipay
POS21424,2592,05-01-2025,Cash
POS21425,2428,13-07-2024,WeChat Pay
POS21426,1894,08-08-2024,Alipay
POS21427,2353,27-08-2025,WeChat Pay
POS21428,922,27-05-2025,WeChat Pay
POS21429,585,08-04-2024,Credit Card
POS21430,2794,19-04-2025,Cash
POS21431,2479,09-08-2024,Credit Card
POS21432,509,28-05-2024,Credit Card
POS21433,2836,28-09-2025,Cash
POS21434,2694,10-09-2024,Alipay
POS21435,1205,24-06-2024,Credit Card
POS21436,1607,26-02-2025,WeChat Pay
POS21437,1660,29-01-2024,Credit Card
POS21438,2944,05-11-2025,Alipay
POS21439,501,03-03-2024,Alipay
POS21440,644,04-01-2025,Credit Card
POS21441,1880,01-06-2024,Alipay
POS21442,574,26-08-2024,WeChat Pay
POS21443,438,11-04-2025,Cash
POS21444,2504,22-03-2025,Cash
POS21445,2921,03-09-2024,WeChat Pay
POS21446,2944,17-10-2024,Cash
POS21447,1571,02-03-2025,Alipay
POS21448,2719,09-06-2024,WeChat Pay
POS21449,2123,21-03-2025,Alipay
POS21450,838,16-12-2024,Credit Card
POS21451,2812,06-11-2024,Cash
POS21452,2798,17-01-2025,Credit Card
POS21453,1234,18-02-2025,WeChat Pay
POS21454,1442,20-03-2025,Cash
POS21455,2541,18-08-2024,WeChat Pay
POS21456,462,05-10-2025,Cash
POS21457,2019,14-01-2024,WeChat Pay
POS21458,1687,10-06-2025,Credit Card
POS21459,1195,28-05-2024,Credit Card
POS21460,59,22-05-2024,Credit Card
POS21461,829,01-10-2024,Credit Card
POS21462,1156,03-02-2024,WeChat Pay
POS21463,802,16-02-2025,Credit Card
POS21464,2520,13-03-2025,Alipay
POS21465,946,21-12-2025,Credit Card
POS21466,593,20-01-2024,Alipay
POS21467,2837,07-04-2024,WeChat Pay
POS21468,2664,28-02-2024,Cash
POS21469,2027,08-01-2025,Cash
POS21470,2869,16-01-2024,Alipay
POS21471,1487,20-12-2025,Alipay
POS21472,586,16-06-2025,Credit Card
POS21473,438,29-04-2025,Credit Card
POS21474,660,18-09-2024,Alipay
POS21475,2779,16-08-2025,Credit Card
POS21476,2705,10-07-2025,WeChat Pay
POS21477,1551,29-09-2024,WeChat Pay
POS21478,2141,02-04-2024,Cash
POS21479,2653,31-07-2025,Credit Card
POS21480,721,23-09-2024,WeChat Pay
POS21481,1236,15-05-2025,Credit Card
POS21482,565,05-06-2025,Alipay
POS21483,698,03-10-2025,Credit Card
POS21484,1077,17-09-2025,WeChat Pay
POS21485,1755,05-04-2024,Credit Card
POS21486,2955,19-10-2024,Cash
POS21487,2517,27-04-2024,WeChat Pay
POS21488,2812,04-10-2025,Credit Card
POS21489,2328,08-08-2024,Cash
POS21490,1699,19-07-2025,Alipay
POS21491,2950,30-08-2024,Cash
POS21492,2341,24-01-2024,Credit Card
POS21493,2341,26-11-2024,WeChat Pay
POS21494,1220,08-08-2024,Credit Card
POS21495,845,30-07-2025,WeChat Pay
POS21496,1042,17-11-2024,Credit Card
POS21497,1412,17-11-2024,Alipay
POS21498,83,15-02-2025,Alipay
POS21499,351,04-07-2025,Alipay
POS21500,380,31-03-2024,WeChat Pay
POS21501,1877,27-06-2025,Credit Card
POS21502,897,08-02-2025,WeChat Pay
POS21503,1102,19-07-2024,Credit Card
POS21504,2889,05-04-2024,Cash
POS21505,1262,11-02-2025,Alipay
POS21506,1139,13-10-2024,Credit Card
POS21507,1442,18-07-2025,WeChat Pay
POS21508,1519,26-08-2024,Cash
POS21509,2408,16-07-2024,Cash
POS21510,443,13-10-2024,Alipay
POS21511,1665,16-08-2024,Cash
POS21512,728,15-07-2025,Cash
POS21513,2682,18-08-2024,Credit Card
POS21514,2461,03-04-2025,WeChat Pay
POS21515,1460,15-05-2025,WeChat Pay
POS21516,874,26-06-2025,WeChat Pay
POS21517,87,12-12-2025,WeChat Pay
POS21518,2507,13-11-2025,Alipay
POS21519,2131,14-05-2024,Credit Card
POS21520,657,27-06-2025,Alipay
POS21521,1848,11-05-2025,Credit Card
POS21522,285,27-03-2025,WeChat Pay
POS21523,2786,26-02-2025,Credit Card
POS21524,495,11-07-2024,Credit Card
POS21525,2066,07-03-2024,WeChat Pay
POS21526,2395,08-04-2025,Alipay
POS21527,818,27-08-2025,Alipay
POS21528,691,20-12-2025,Cash
POS21529,1192,16-11-2024,Credit Card
POS21530,2743,01-01-2024,Alipay
POS21531,2185,19-11-2024,Credit Card
POS21532,2375,08-08-2024,Alipay
POS21533,202,29-03-2024,Cash
POS21534,450,12-08-2025,Cash
POS21535,2949,26-09-2024,Credit Card
POS21536,383,06-02-2024,Credit Card
POS21537,2378,07-11-2025,WeChat Pay
POS21538,356,10-11-2024,WeChat Pay
POS21539,2135,19-08-2025,Credit Card
POS21540,936,08-03-2024,Cash
POS21541,2829,24-10-2024,WeChat Pay
POS21542,2345,03-04-2024,Alipay
POS21543,2914,29-03-2025,WeChat Pay
POS21544,420,24-11-2025,Credit Card
POS21545,2772,03-04-2025,Credit Card
POS21546,699,15-01-2025,Cash
POS21547,1180,28-02-2025,Credit Card
POS21548,193,30-10-2025,Alipay
POS21549,2105,17-01-2024,Credit Card
POS21550,505,13-02-2024,WeChat Pay
POS21551,797,29-05-2024,WeChat Pay
POS21552,2229,31-12-2025,Credit Card
POS21553,960,16-06-2024,Alipay
POS21554,1967,14-11-2025,Cash
POS21555,1772,27-01-2024,Alipay
POS21556,1577,19-06-2024,WeChat Pay
POS21557,1998,11-01-2024,Cash
POS21558,179,08-11-2024,Credit Card
POS21559,2636,26-08-2024,WeChat Pay
POS21560,2369,19-01-2025,Credit Card
POS21561,1236,05-08-2024,WeChat Pay
POS21562,1719,22-02-2025,WeChat Pay
POS21563,1802,07-01-2024,Alipay
POS21564,2252,11-06-2025,Credit Card
POS21565,2797,24-04-2025,Cash
POS21566,717,28-04-2024,Cash
POS21567,1487,20-01-2025,Credit Card
POS21568,2183,19-09-2024,Alipay
POS21569,2039,30-01-2025,Credit Card
POS21570,1407,09-07-2025,Alipay
POS21571,1536,14-08-2025,Credit Card
POS21572,147,30-07-2025,WeChat Pay
POS21573,1869,25-03-2024,Credit Card
POS21574,1701,12-03-2025,Alipay
POS21575,551,27-06-2025,Credit Card
POS21576,1070,31-03-2025,WeChat Pay
POS21577,1619,13-07-2024,Alipay
POS21578,855,15-09-2025,WeChat Pay
POS21579,1031,29-12-2024,Credit Card
POS21580,1875,13-09-2025,Credit Card
POS21581,1157,07-04-2025,WeChat Pay
POS21582,2128,13-12-2025,Cash
POS21583,2228,13-11-2024,WeChat Pay
POS21584,2032,14-04-2024,WeChat Pay
POS21585,2953,31-01-2025,Alipay
POS21586,390,07-11-2025,Alipay
POS21587,423,15-06-2024,WeChat Pay
POS21588,1168,12-06-2025,Cash
POS21589,623,06-05-2025,WeChat Pay
POS21590,523,03-02-2025,WeChat Pay
POS21591,2527,05-10-2025,Cash
POS21592,868,07-03-2025,Credit Card
POS21593,1370,14-04-2025,Credit Card
POS21594,2125,10-07-2024,Cash
POS21595,2350,11-01-2025,Credit Card
POS21596,1946,29-05-2024,Alipay
POS21597,1716,07-12-2025,Cash
POS21598,2877,28-05-2025,WeChat Pay
POS21599,1227,29-04-2025,WeChat Pay
POS21600,878,27-04-2024,Alipay
POS21601,2047,29-05-2024,Credit Card
POS21602,2632,29-11-2025,Credit Card
POS21603,2233,05-05-2025,Credit Card
POS21604,172,21-09-2024,WeChat Pay
POS21605,304,14-10-2024,Alipay
POS21606,2424,15-09-2024,Credit Card
POS21607,2431,17-02-2024,Alipay
POS21608,863,18-11-2025,WeChat Pay
POS21609,2294,29-03-2025,Credit Card
POS21610,1578,13-12-2025,WeChat Pay
POS21611,89,24-06-2024,Cash
POS21612,729,08-03-2025,Credit Card
POS21613,2296,23-11-2024,Cash
POS21614,816,21-04-2025,Cash
POS21615,2861,15-05-2024,Credit Card
POS21616,351,10-07-2024,Alipay
POS21617,1075,12-05-2025,Credit Card
POS21618,991,28-01-2025,Credit Card
POS21619,623,13-11-2025,Alipay
POS21620,2714,02-01-2024,Alipay
POS21621,579,21-09-2025,WeChat Pay
POS21622,438,13-01-2024,Credit Card
POS21623,1827,28-03-2025,WeChat Pay
POS21624,567,21-06-2025,Cash
POS21625,2054,06-10-2024,Alipay
POS21626,1324,27-10-2024,Cash
POS21627,1462,18-12-2024,Credit Card
POS21628,1535,27-11-2024,Cash
POS21629,1972,22-07-2025,WeChat Pay
POS21630,594,24-08-2024,Cash
POS21631,62,04-09-2024,Cash
POS21632,349,24-06-2025,Cash
POS21633,1779,23-02-2025,Alipay
POS21634,2235,08-09-2025,WeChat Pay
POS21635,240,21-10-2025,Credit Card
POS21636,2124,16-05-2024,Alipay
POS21637,1204,19-05-2024,Credit Card
POS21638,1794,12-07-2024,WeChat Pay
POS21639,733,08-07-2025,Cash
POS21640,487,03-04-2025,Cash
POS21641,97,15-12-2024,Credit Card
POS21642,1765,06-11-2025,WeChat Pay
POS21643,299,19-09-2024,WeChat Pay
POS21644,297,18-12-2024,Alipay
POS21645,1349,23-09-2024,Alipay
POS21646,1828,05-03-2024,Credit Card
POS21647,2467,29-12-2024,WeChat Pay
POS21648,2011,06-01-2024,WeChat Pay
POS21649,2243,13-10-2025,Cash
POS21650,1675,11-03-2024,Cash
POS21651,241,20-06-2025,WeChat Pay
POS21652,1452,27-09-2024,Cash
POS21653,1201,21-04-2024,Alipay
POS21654,273,21-02-2024,Credit Card
POS21655,2819,22-04-2025,Cash
POS21656,1112,10-11-2024,Cash
POS21657,962,24-07-2024,Credit Card
POS21658,1488,11-01-2025,Alipay
POS21659,444,04-12-2025,WeChat Pay
POS21660,2622,31-05-2024,Credit Card
POS21661,1691,20-08-2024,Credit Card
POS21662,579,24-10-2025,WeChat Pay
POS21663,1122,07-12-2024,Alipay
POS21664,1747,06-03-2024,Alipay
POS21665,396,13-01-2025,Credit Card
POS21666,533,29-03-2025,Alipay
POS21667,1875,12-06-2024,WeChat Pay
POS21668,787,06-03-2025,WeChat Pay
POS21669,1109,01-12-2025,Alipay
POS21670,1302,28-05-2025,WeChat Pay
POS21671,2989,07-10-2025,Credit Card
POS21672,227,02-03-2025,Cash
POS21673,1669,02-04-2024,Alipay
POS21674,2499,18-05-2025,Credit Card
POS21675,1556,20-02-2024,Alipay
POS21676,2228,15-09-2024,Credit Card
POS21677,2893,01-10-2025,Alipay
POS21678,1131,22-05-2025,WeChat Pay
POS21679,2278,28-01-2024,Credit Card
POS21680,654,21-10-2024,Alipay
POS21681,554,30-01-2024,Credit Card
POS21682,553,02-08-2025,Cash
POS21683,953,08-09-2024,Cash
POS21684,2989,11-07-2024,Alipay
POS21685,2770,24-06-2024,WeChat Pay
POS21686,587,29-01-2025,Alipay
POS21687,2569,15-04-2025,Credit Card
POS21688,1767,10-01-2025,WeChat Pay
POS21689,608,15-04-2024,Alipay
POS21690,1552,18-05-2024,WeChat Pay
POS21691,2914,20-07-2024,Cash
POS21692,1454,07-08-2024,WeChat Pay
POS21693,880,18-04-2025,Cash
POS21694,419,15-02-2025,WeChat Pay
POS21695,1347,05-09-2024,WeChat Pay
POS21696,2018,24-07-2024,Credit Card
POS21697,1572,11-10-2025,Credit Card
POS21698,1771,25-05-2025,Alipay
POS21699,2753,21-04-2024,Alipay
POS21700,910,01-06-2024,WeChat Pay
POS21701,2098,20-03-2024,Cash
POS21702,2851,26-09-2024,Credit Card
POS21703,66,22-03-2025,Credit Card
POS21704,2696,20-10-2024,WeChat Pay
POS21705,1707,12-05-2025,WeChat Pay
POS21706,370,09-10-2025,Cash
POS21707,2687,16-01-2024,Credit Card
POS21708,81,18-04-2025,WeChat Pay
POS21709,324,01-08-2025,Cash
POS21710,2463,17-10-2024,WeChat Pay
POS21711,2537,17-10-2024,WeChat Pay
POS21712,2182,22-03-2024,Cash
POS21713,259,17-02-2025,Credit Card
POS21714,1932,01-06-2024,Cash
POS21715,2527,14-12-2024,Alipay
POS21716,453,23-11-2024,Alipay
POS21717,624,31-07-2025,Credit Card
POS21718,792,20-04-2025,Cash
POS21719,929,01-02-2025,Alipay
POS21720,2072,22-03-2025,Credit Card
POS21721,162,05-03-2025,Cash
POS21722,1657,21-03-2025,Credit Card
POS21723,1030,04-12-2024,Alipay
POS21724,1727,14-08-2024,Cash
POS21725,1697,10-11-2025,WeChat Pay
POS21726,949,05-02-2025,WeChat Pay
POS21727,1052,08-02-2024,Cash
POS21728,2183,02-01-2025,WeChat Pay
POS21729,1265,30-06-2024,Alipay
POS21730,154,18-11-2025,Cash
POS21731,419,28-12-2025,Cash
POS21732,112,05-10-2025,Credit Card
POS21733,797,17-10-2025,Alipay
POS21734,1296,04-09-2024,Cash
POS21735,1795,12-04-2024,Alipay
POS21736,332,23-02-2024,Alipay
POS21737,1491,19-03-2024,Credit Card
POS21738,362,04-02-2024,Alipay
POS21739,475,05-08-2024,Credit Card
POS21740,992,09-07-2024,Credit Card
POS21741,2199,08-12-2024,Credit Card
POS21742,1015,01-03-2025,WeChat Pay
POS21743,712,14-04-2024,WeChat Pay
POS21744,1395,11-10-2025,Credit Card
POS21745,1164,16-10-2025,Alipay
POS21746,2915,26-07-2024,WeChat Pay
POS21747,1955,20-07-2025,Credit Card
POS21748,2637,13-12-2025,Alipay
POS21749,1344,07-03-2025,Credit Card
POS21750,1319,31-08-2024,Alipay
POS21751,167,04-08-2025,WeChat Pay
POS21752,670,05-07-2024,Cash
POS21753,1703,10-11-2024,Cash
POS21754,2280,24-01-2024,Cash
POS21755,1314,14-05-2025,Credit Card
POS21756,557,21-08-2025,Credit Card
POS21757,1313,02-09-2024,WeChat Pay
POS21758,1033,01-03-2024,Cash
POS21759,722,30-10-2025,Alipay
POS21760,2324,10-04-2025,WeChat Pay
POS21761,2996,07-10-2024,Cash
POS21762,2049,18-03-2025,Credit Card
POS21763,1406,16-07-2025,WeChat Pay
POS21764,2928,21-10-2024,Cash
POS21765,2099,25-07-2025,Cash
POS21766,898,11-11-2024,Credit Card
POS21767,577,29-09-2025,WeChat Pay
POS21768,1060,18-01-2024,Credit Card
POS21769,761,14-12-2025,Alipay
POS21770,549,02-06-2024,Cash
POS21771,2035,15-09-2024,WeChat Pay
POS21772,1971,09-12-2025,WeChat Pay
POS21773,1225,08-07-2024,Cash
POS21774,221,28-11-2025,WeChat Pay
POS21775,1984,10-01-2024,Alipay
POS21776,1472,28-08-2025,Credit Card
POS21777,902,10-10-2024,WeChat Pay
POS21778,2182,26-10-2024,WeChat Pay
POS21779,541,19-04-2025,WeChat Pay
POS21780,156,04-09-2025,Alipay
POS21781,753,09-04-2024,Credit Card
POS21782,967,16-12-2024,Alipay
POS21783,2101,27-06-2025,WeChat Pay
POS21784,1239,03-02-2024,WeChat Pay
POS21785,437,10-01-2024,Credit Card
POS21786,1195,28-03-2024,Cash
POS21787,2314,10-01-2024,Credit Card
POS21788,1693,21-05-2025,Credit Card
POS21789,1354,15-01-2024,WeChat Pay
POS21790,588,20-05-2024,Cash
POS21791,608,05-10-2024,WeChat Pay
POS21792,1252,08-10-2025,WeChat Pay
POS21793,2595,02-04-2025,Cash
POS21794,2455,20-12-2024,Credit Card
POS21795,1092,03-07-2025,WeChat Pay
POS21796,2399,20-03-2024,Cash
POS21797,1491,15-07-2025,Cash
POS21798,2448,23-12-2025,WeChat Pay
POS21799,2603,19-07-2024,Alipay
POS21800,2450,09-08-2024,Alipay
POS21801,1968,28-06-2024,Cash
POS21802,1085,23-01-2024,Credit Card
POS21803,2555,01-08-2025,Credit Card
POS21804,315,25-06-2025,Cash
POS21805,1742,21-11-2024,WeChat Pay
POS21806,1164,23-05-2025,WeChat Pay
POS21807,256,30-01-2024,Cash
POS21808,260,02-03-2025,Credit Card
POS21809,805,11-02-2024,Cash
POS21810,2120,05-01-2025,WeChat Pay
POS21811,246,25-04-2024,Credit Card
POS21812,1504,18-05-2024,Alipay
POS21813,26,19-09-2024,WeChat Pay
POS21814,2665,06-03-2025,Alipay
POS21815,519,08-01-2024,Alipay
POS21816,1843,07-09-2025,Credit Card
POS21817,1976,15-12-2025,Alipay
POS21818,1867,05-04-2025,WeChat Pay
POS21819,1303,05-03-2025,Cash
POS21820,690,06-07-2025,Alipay
POS21821,975,11-03-2024,Alipay
POS21822,2768,14-11-2024,Alipay
POS21823,2555,12-07-2025,Alipay
POS21824,606,23-01-2024,Cash
POS21825,1200,16-04-2024,Alipay
POS21826,1197,15-12-2024,Alipay
POS21827,1130,28-01-2024,Alipay
POS21828,619,09-06-2025,WeChat Pay
POS21829,250,01-08-2024,Cash
POS21830,794,08-11-2025,WeChat Pay
POS21831,759,01-07-2025,Credit Card
POS21832,2586,05-06-2024,Credit Card
POS21833,79,20-05-2024,Alipay
POS21834,1351,01-06-2024,Alipay
POS21835,1223,16-07-2025,Cash
POS21836,183,03-10-2025,Credit Card
POS21837,552,11-07-2024,Credit Card
POS21838,1870,12-10-2025,WeChat Pay
POS21839,1965,26-09-2024,Cash
POS21840,732,16-02-2025,Cash
POS21841,479,12-03-2025,Cash
POS21842,476,12-06-2024,Alipay
POS21843,178,06-08-2025,Credit Card
POS21844,1102,11-04-2024,Cash
POS21845,566,19-06-2024,Alipay
POS21846,2210,14-07-2024,Alipay
POS21847,2734,03-03-2024,WeChat Pay
POS21848,2542,13-02-2025,WeChat Pay
POS21849,2772,18-04-2024,Cash
POS21850,2159,24-10-2024,Credit Card
POS21851,2240,20-02-2024,WeChat Pay
POS21852,1647,24-09-2025,Alipay
POS21853,1798,27-10-2024,Credit Card
POS21854,2435,12-05-2024,WeChat Pay
POS21855,1618,29-09-2025,WeChat Pay
POS21856,977,18-11-2025,WeChat Pay
POS21857,360,01-06-2024,Cash
POS21858,2407,28-05-2025,Alipay
POS21859,1287,08-12-2025,WeChat Pay
POS21860,2597,20-07-2025,WeChat Pay
POS21861,1306,07-04-2025,Credit Card
POS21862,1352,27-01-2025,Cash
POS21863,1104,14-10-2024,Alipay
POS21864,355,22-01-2025,Cash
POS21865,323,27-04-2024,Alipay
POS21866,1522,30-01-2024,WeChat Pay
POS21867,1173,17-10-2024,WeChat Pay
POS21868,2901,17-05-2024,WeChat Pay
POS21869,91,01-12-2025,WeChat Pay
POS21870,1107,23-03-2025,Alipay
POS21871,1320,15-09-2025,Cash
POS21872,2891,26-09-2024,WeChat Pay
POS21873,1225,26-12-2025,Credit Card
POS21874,2456,26-09-2024,Cash
POS21875,2650,17-09-2025,Credit Card
POS21876,2609,19-02-2025,Alipay
POS21877,247,15-04-2024,WeChat Pay
POS21878,1310,08-06-2025,Alipay
POS21879,2511,23-08-2025,Alipay
POS21880,199,27-01-2025,Alipay
POS21881,211,22-08-2024,WeChat Pay
POS21882,1449,29-03-2024,Alipay
POS21883,2803,09-07-2024,Credit Card
POS21884,2200,26-02-2025,WeChat Pay
POS21885,2107,08-11-2025,Credit Card
POS21886,1127,18-02-2025,Alipay
POS21887,224,01-10-2024,WeChat Pay
POS21888,2329,30-09-2025,WeChat Pay
POS21889,1986,14-07-2024,WeChat Pay
POS21890,1119,29-05-2025,WeChat Pay
POS21891,2770,11-03-2025,WeChat Pay
POS21892,636,16-04-2025,Cash
POS21893,528,17-11-2024,Alipay
POS21894,2149,31-01-2025,Cash
POS21895,235,09-08-2025,Alipay
POS21896,513,28-08-2024,Alipay
POS21897,94,25-03-2025,Credit Card
POS21898,1984,30-06-2024,WeChat Pay
POS21899,1061,02-11-2024,WeChat Pay
POS21900,549,02-06-2025,Alipay
POS21901,1596,28-09-2024,Cash
POS21902,1236,20-03-2024,Credit Card
POS21903,457,29-12-2025,WeChat Pay
