OrderID,Customer_ID,Payment,Quantity,Category,Created_At
TB25482,C2143,1846,4,Books,2025/04/15
TB25483,C9607,944,3,Books,2024/05/28
TB25484,C4468,336,1,Home,2024/08/25
TB25485,C3471,625,2,Toys,2024/09/17
TB25486,C6655,54,5,Books,2025/08/05
TB25487,C6306,639,3,Electronics,2025/02/06
TB25488,C9742,1587,5,Home,2025/10/02
TB25489,C9849,831,2,Home,2024/06/21
TB25490,C1850,1230,5,Books,2025/05/12
TB25491,C7565,1830,5,Books,2024/04/12
TB25492,C8179,1535,2,Clothing,2024/12/07
TB25493,C4027,1947,5,Food,2024/05/11
TB25494,C2450,1528,1,Home,2024/05/05
TB25495,C3820,1032,2,Home,2025/04/30
TB25496,C4940,966,1,Books,2025/08/14
TB25497,C2212,1711,1,Food,2024/10/07
TB25498,C2733,946,3,Toys,2024/11/29
TB25499,C2393,50,1,Food,2024/01/22
TB25500,C8562,659,5,Home,2024/02/14
TB25501,C5622,873,4,Food,2024/11/05
TB25502,C1204,306,2,Electronics,2025/07/29
TB25503,C9145,1054,2,Books,2025/02/26
TB25504,C4216,1880,1,Electronics,2024/12/17
TB25505,C2253,803,3,Electronics,2025/06/16
TB25506,C7631,606,4,Clothing,2025/01/29
TB25507,C6155,166,1,Food,2024/03/08
TB25508,C4637,959,1,Toys,2025/10/23
TB25509,C8495,1260,4,Food,2025/08/18
TB25510,C1787,1554,5,Food,2025/07/31
TB25511,C6445,469,3,Food,2025/12/01
TB25512,C9005,1136,4,Books,2024/07/05
TB25513,C5333,1483,1,Toys,2025/11/09
TB25514,C3025,220,4,Books,2025/08/17
TB25515,C8849,621,2,Toys,2024/10/27
TB25516,C1304,1078,4,Food,2025/11/04
TB25517,C4146,1717,4,Electronics,2024/07/12
TB25518,C5866,481,5,Food,2025/12/03
TB25519,C8402,1837,3,Electronics,2025/02/24
TB25520,C6748,770,1,Books,2025/10/18
TB25521,C2545,435,1,Food,2024/10/06
TB25522,C4721,1559,5,Food,2025/09/23
TB25523,C7791,1741,4,Clothing,2025/01/15
TB25524,C7693,1027,1,Toys,2024/01/06
TB25525,C5733,1360,5,Food,2024/11/30
TB25526,C5330,1708,1,Clothing,2025/04/08
TB25527,C9810,480,2,Food,2024/12/07
TB25528,C3699,157,4,Clothing,2025/03/16
TB25529,C2343,1697,3,Books,2025/02/23
TB25530,C2924,383,4,Toys,2025/12/23
TB25531,C2424,884,5,Toys,2024/09/01
TB25532,C6489,1483,1,Books,2025/12/12
TB25533,C9097,765,4,Food,2025/01/25
TB25534,C3505,898,1,Clothing,2024/05/01
TB25535,C5918,1124,5,Clothing,2024/07/19
TB25536,C2351,1507,3,Home,2025/12/01
TB25537,C5177,288,1,Electronics,2025/03/10
TB25538,C1227,1940,4,Home,2024/05/29
TB25539,C5315,1776,4,Books,2024/04/06
TB25540,C7488,567,4,Clothing,2025/01/06
TB25541,C8932,1397,1,Clothing,2024/09/13
TB25542,C9451,708,1,Clothing,2025/07/19
TB25543,C1455,1012,5,Food,2025/01/23
TB25544,C9036,852,2,Electronics,2024/10/21
TB25545,C7663,110,2,Clothing,2025/08/11
TB25546,C2925,1107,5,Home,2025/02/04
TB25547,C9289,400,4,Electronics,2025/06/06
TB25548,C3755,833,2,Electronics,2024/05/14
TB25549,C4875,1703,2,Books,2024/09/26
TB25550,C2558,1230,1,Clothing,2025/06/28
TB25551,C7143,1479,3,Clothing,2024/07/04
TB25552,C1655,1858,5,Electronics,2024/06/25
TB25553,C9420,1852,4,Clothing,2024/04/24
TB25554,C7952,981,1,Home,2025/03/30
TB25555,C9363,1405,1,Food,2024/06/23
TB25556,C3176,1549,5,Food,2024/09/29
TB25557,C1753,1911,2,Books,2024/10/01
TB25558,C4969,1055,5,Food,2024/04/02
TB25559,C9910,1528,5,Books,2025/03/17
TB25560,C5657,432,1,Home,2025/10/24
TB25561,C4612,129,2,Food,2024/11/10
TB25562,C7477,1431,4,Clothing,2024/05/25
TB25563,C4947,1741,4,Home,2024/06/25
TB25564,C5512,975,3,Toys,2025/12/09
TB25565,C8253,239,5,Toys,2025/03/25
TB25566,C7289,1749,3,Clothing,2024/07/05
TB25567,C7386,1009,2,Electronics,2025/05/17
TB25568,C2597,660,4,Clothing,2025/09/29
TB25569,C4815,394,1,Clothing,2025/04/10
TB25570,C9919,1655,5,Electronics,2025/09/28
TB25571,C5239,1068,2,Food,2024/01/04
TB25572,C8987,1825,1,Food,2024/10/28
TB25573,C4328,456,3,Books,2024/02/14
TB25574,C8309,1406,3,Home,2024/08/07
TB25575,C7671,1905,1,Food,2024/06/08
TB25576,C7999,623,2,Clothing,2025/07/17
TB25577,C4502,571,2,Toys,2025/01/31
TB25578,C5961,1856,3,Toys,2024/10/22
TB25579,C6946,2000,2,Home,2025/11/06
TB25580,C5367,432,4,Electronics,2025/12/26
TB25581,C3876,1336,4,Food,2024/01/07
TB25582,C1712,1725,1,Electronics,2024/08/07
TB25583,C2349,694,2,Electronics,2024/10/31
TB25584,C3934,1113,1,Toys,2024/11/17
TB25585,C3524,1896,4,Electronics,2024/09/30
TB25586,C1657,1440,5,Home,2025/10/19
TB25587,C6002,114,4,Clothing,2025/06/19
TB25588,C4740,516,2,Clothing,2024/06/17
TB25589,C5366,1766,4,Clothing,2025/06/26
TB25590,C5579,1293,2,Electronics,2025/09/13
TB25591,C5577,83,5,Food,2025/09/02
TB25592,C4375,331,2,Clothing,2024/05/25
TB25593,C5274,425,1,Clothing,2025/04/03
TB25594,C8528,490,3,Electronics,2024/04/15
TB25595,C6215,819,3,Clothing,2024/08/23
TB25596,C1802,1872,1,Toys,2025/05/30
TB25597,C1771,1815,3,Toys,2024/07/04
TB25598,C4651,1761,2,Books,2024/01/30
TB25599,C5362,1687,2,Books,2024/02/05
TB25600,C3210,1114,1,Toys,2024/06/07
TB25601,C3421,982,4,Electronics,2025/07/26
TB25602,C7023,703,4,Food,2024/09/10
TB25603,C7909,1450,1,Books,2025/12/20
TB25604,C4042,933,2,Electronics,2024/07/12
TB25605,C8005,1522,5,Books,2024/08/09
TB25606,C6510,243,2,Toys,2025/11/09
TB25607,C7617,201,5,Clothing,2025/12/30
TB25608,C2189,1644,4,Clothing,2024/07/07
TB25609,C9740,1462,4,Books,2025/02/02
TB25610,C2691,1228,1,Toys,2025/04/27
TB25611,C5795,706,4,Toys,2025/02/19
TB25612,C4918,928,1,Electronics,2024/02/03
TB25613,C6956,713,3,Electronics,2025/01/03
TB25614,C7631,1062,1,Toys,2024/09/13
TB25615,C1319,1612,1,Home,2024/01/04
TB25616,C1765,256,5,Food,2024/02/25
TB25617,C4948,455,2,Home,2025/12/25
TB25618,C8572,268,5,Home,2024/07/03
TB25619,C9322,1958,1,Books,2024/09/26
TB25620,C9976,307,5,Electronics,2024/09/23
TB25621,C7861,1224,3,Electronics,2025/04/24
TB25622,C1580,1080,4,Home,2024/10/09
TB25623,C7445,1107,1,Books,2025/06/28
TB25624,C8930,1035,5,Toys,2025/07/20
TB25625,C9141,1463,1,Clothing,2024/11/22
TB25626,C3465,294,2,Home,2024/01/13
TB25627,C3887,1538,4,Home,2025/09/06
TB25628,C3373,714,2,Books,2025/06/17
TB25629,C4551,483,1,Books,2024/02/12
TB25630,C7841,1455,5,Clothing,2024/08/28
TB25631,C9163,1768,1,Food,2025/02/20
TB25632,C5230,298,1,Toys,2025/03/02
TB25633,C1509,1230,3,Food,2025/07/23
TB25634,C4818,196,4,Toys,2025/10/31
TB25635,C6279,969,3,Home,2025/02/01
TB25636,C6130,870,1,Electronics,2024/07/20
TB25637,C4695,1352,5,Books,2025/10/25
TB25638,C8324,928,4,Clothing,2024/08/15
TB25639,C2850,771,1,Toys,2024/08/26
TB25640,C4293,236,1,Toys,2024/11/20
TB25641,C1293,1392,1,Books,2025/11/09
TB25642,C1232,188,4,Books,2025/08/27
TB25643,C7913,1484,2,Clothing,2025/04/01
TB25644,C7070,1779,1,Electronics,2025/07/16
TB25645,C6951,683,3,Electronics,2025/11/06
TB25646,C3298,1438,4,Food,2025/07/25
TB25647,C7655,687,5,Home,2025/11/04
TB25648,C8393,1088,2,Books,2024/10/02
TB25649,C6087,1544,2,Books,2024/04/05
TB25650,C9066,514,3,Home,2025/02/24
TB25651,C8991,630,1,Food,2024/07/07
TB25652,C7023,933,5,Electronics,2025/05/05
TB25653,C8165,1568,5,Clothing,2025/02/08
TB25654,C8316,721,4,Food,2024/06/27
TB25655,C4593,361,3,Electronics,2024/01/06
TB25656,C2998,1325,1,Home,2025/07/21
TB25657,C5640,1458,2,Home,2024/05/13
TB25658,C1621,543,1,Home,2024/08/21
TB25659,C6601,1447,2,Books,2025/03/04
TB25660,C2052,937,5,Clothing,2024/11/12
TB25661,C6360,1028,5,Books,2025/03/09
TB25662,C6320,106,5,Books,2024/07/26
TB25663,C7470,1157,2,Food,2024/07/26
TB25664,C7196,1310,4,Clothing,2025/01/31
TB25665,C7962,582,3,Clothing,2024/12/11
TB25666,C8411,491,5,Electronics,2025/04/27
TB25667,C7097,1864,5,Electronics,2024/03/21
TB25668,C9551,674,1,Home,2025/09/23
TB25669,C2107,1859,4,Clothing,2024/11/09
TB25670,C8385,797,3,Books,2025/05/01
TB25671,C5183,1000,5,Electronics,2024/02/26
TB25672,C5618,372,4,Home,2024/11/20
TB25673,C6421,886,5,Toys,2025/09/10
TB25674,C7924,142,3,Food,2024/02/09
TB25675,C9081,652,2,Clothing,2025/01/06
TB25676,C8102,1435,2,Books,2024/12/06
TB25677,C5954,1052,4,Clothing,2025/03/04
TB25678,C1926,470,1,Home,2024/04/17
TB25679,C6800,1840,2,Electronics,2025/08/14
TB25680,C9425,1158,3,Toys,2024/04/17
TB25681,C2820,147,3,Electronics,2024/12/26
TB25682,C8361,552,2,Electronics,2024/07/31
TB25683,C5479,776,1,Clothing,2024/10/01
TB25684,C2584,1788,3,Toys,2024/03/19
TB25685,C9268,262,1,Home,2024/06/16
TB25686,C7952,675,2,Food,2024/12/24
TB25687,C4766,364,2,Toys,2025/04/05
TB25688,C4562,1104,1,Clothing,2024/04/06
TB25689,C7187,1753,4,Food,2025/06/11
TB25690,C6906,1049,2,Electronics,2024/02/05
TB25691,C4988,1300,5,Clothing,2025/07/31
TB25692,C2804,1743,2,Food,2025/05/05
TB25693,C1331,1008,5,Food,2024/06/12
TB25694,C3354,852,2,Books,2025/12/05
TB25695,C5407,1299,4,Home,2025/02/04
TB25696,C9779,534,4,Electronics,2024/07/01
TB25697,C8923,724,2,Toys,2024/11/17
TB25698,C6238,1930,5,Books,2025/01/01
TB25699,C7560,1729,1,Food,2025/04/06
TB25700,C8530,621,1,Books,2024/09/30
TB25701,C2148,182,1,Electronics,2025/09/14
TB25702,C3419,1940,1,Clothing,2025/12/09
TB25703,C8404,66,2,Home,2025/11/19
TB25704,C2966,922,3,Clothing,2024/02/12
TB25705,C9589,663,3,Clothing,2025/12/03
TB25706,C9506,239,5,Electronics,2024/12/11
TB25707,C9057,1518,1,Food,2025/04/12
TB25708,C2811,1425,4,Food,2025/05/30
TB25709,C6549,1426,4,Food,2025/11/27
TB25710,C2049,918,1,Electronics,2024/10/10
TB25711,C3047,1172,2,Home,2024/12/06
TB25712,C9964,1761,2,Food,2025/10/03
TB25713,C5153,1441,4,Electronics,2025/03/01
TB25714,C9286,1737,3,Books,2025/07/04
TB25715,C3899,1551,3,Clothing,2024/01/28
TB25716,C2514,387,4,Electronics,2024/08/19
TB25717,C7479,85,3,Toys,2025/03/18
TB25718,C1981,1044,2,Clothing,2025/01/06
TB25719,C1537,742,2,Toys,2025/07/03
TB25720,C4787,80,1,Books,2025/05/23
TB25721,C8074,1157,1,Toys,2024/04/17
TB25722,C6656,182,5,Food,2024/10/28
TB25723,C8299,1813,1,Home,2025/10/17
TB25724,C7590,732,2,Books,2025/01/08
TB25725,C2935,1828,4,Clothing,2025/11/18
TB25726,C3483,706,2,Toys,2025/09/22
TB25727,C9011,849,4,Electronics,2024/02/01
TB25728,C4727,161,3,Electronics,2025/04/28
TB25729,C1540,548,3,Food,2025/08/10
TB25730,C1558,476,1,Toys,2025/11/19
TB25731,C4856,670,1,Home,2024/10/06
TB25732,C2277,949,4,Toys,2024/08/25
TB25733,C8596,523,3,Home,2024/12/26
TB25734,C1194,319,2,Clothing,2025/03/30
TB25735,C8603,881,4,Food,2025/12/22
TB25736,C1748,1687,4,Books,2025/12/15
TB25737,C8289,205,2,Home,2025/11/06
TB25738,C3417,698,2,Clothing,2025/06/17
TB25739,C4218,1689,5,Food,2025/04/27
TB25740,C9864,161,5,Toys,2025/05/12
TB25741,C3357,311,1,Books,2024/03/20
TB25742,C5569,499,2,Toys,2025/08/05
TB25743,C5052,461,4,Electronics,2025/10/17
TB25744,C6385,126,2,Books,2024/07/15
TB25745,C2472,116,5,Books,2025/06/12
TB25746,C9229,210,3,Electronics,2024/02/06
TB25747,C9809,525,5,Food,2024/08/08
TB25748,C8063,794,3,Electronics,2025/08/29
TB25749,C7420,224,2,Books,2025/01/16
TB25750,C2184,1847,4,Clothing,2026/01/01
TB25751,C2857,966,3,Electronics,2025/05/01
TB25752,C1166,1148,4,Food,2024/08/30
TB25753,C3183,180,3,Electronics,2025/08/12
TB25754,C4248,1017,2,Home,2024/10/17
TB25755,C4284,1610,5,Home,2025/12/05
TB25756,C7198,176,2,Clothing,2025/04/28
TB25757,C2810,857,2,Toys,2024/04/26
TB25758,C1436,643,5,Home,2024/07/13
TB25759,C7124,1568,2,Food,2024/03/05
TB25760,C6560,166,5,Toys,2025/05/20
TB25761,C3149,802,3,Toys,2025/04/28
TB25762,C3882,530,5,Clothing,2024/05/04
TB25763,C5561,1629,2,Food,2025/12/26
TB25764,C6880,1033,5,Clothing,2025/11/06
TB25765,C9209,1814,5,Electronics,2025/12/20
TB25766,C7446,1276,4,Food,2024/11/16
TB25767,C5093,712,4,Electronics,2025/05/26
TB25768,C5837,1689,1,Books,2024/01/30
TB25769,C4899,784,5,Food,2025/06/22
TB25770,C4274,1703,5,Books,2025/09/10
TB25771,C7321,1136,2,Food,2024/12/26
TB25772,C5055,1017,5,Electronics,2024/10/06
TB25773,C5514,1597,5,Electronics,2024/03/10
TB25774,C2839,745,5,Books,2024/06/29
TB25775,C1253,1186,5,Home,2025/10/20
TB25776,C7948,1656,4,Electronics,2025/10/16
TB25777,C2112,745,2,Toys,2025/12/10
TB25778,C3326,1992,3,Toys,2024/08/10
TB25779,C9359,1469,4,Toys,2025/09/25
TB25780,C4876,850,4,Home,2025/06/16
TB25781,C7091,1400,5,Clothing,2025/08/07
TB25782,C2182,1734,4,Books,2025/11/03
TB25783,C8856,471,4,Clothing,2025/11/14
TB25784,C4474,1563,3,Food,2024/07/12
TB25785,C5629,1751,4,Electronics,2024/10/23
TB25786,C2884,503,1,Home,2024/10/05
TB25787,C8732,1814,1,Home,2025/09/09
TB25788,C6542,825,3,Home,2025/05/26
TB25789,C7924,1516,4,Books,2024/04/30
TB25790,C1918,1978,5,Food,2025/04/15
TB25791,C9047,624,2,Electronics,2024/09/27
TB25792,C4357,1915,2,Food,2025/09/18
TB25793,C9369,660,1,Electronics,2025/09/23
TB25794,C3564,1211,3,Home,2025/08/15
TB25795,C2217,222,3,Toys,2025/06/28
TB25796,C1166,363,4,Home,2025/01/27
TB25797,C5276,999,1,Home,2025/07/06
TB25798,C3713,86,3,Books,2024/11/19
TB25799,C9398,505,4,Home,2025/03/02
TB25800,C2648,676,3,Electronics,2024/03/22
TB25801,C5088,1971,4,Clothing,2025/09/10
TB25802,C2123,1689,3,Food,2024/02/24
TB25803,C1716,324,4,Food,2025/09/04
TB25804,C2993,1508,5,Electronics,2024/12/29
TB25805,C3315,1980,3,Books,2024/10/12
TB25806,C5215,142,2,Books,2025/02/08
TB25807,C4333,1042,3,Books,2024/10/20
TB25808,C2755,902,3,Clothing,2025/06/26
TB25809,C6130,980,3,Toys,2024/02/07
TB25810,C1219,1928,3,Home,2024/11/15
TB25811,C1235,1117,4,Toys,2024/05/26
TB25812,C3952,920,2,Home,2024/07/16
TB25813,C4250,1441,3,Food,2024/09/04
TB25814,C2947,1704,3,Home,2024/06/01
TB25815,C3663,305,3,Food,2024/07/12
TB25816,C9518,486,5,Home,2025/07/30
TB25817,C2677,1250,2,Toys,2026/01/01
TB25818,C6615,1628,5,Books,2024/03/02
TB25819,C7089,1488,4,Books,2025/01/11
TB25820,C5628,620,2,Toys,2024/11/26
TB25821,C2927,1528,2,Home,2025/01/05
TB25822,C5876,1995,4,Food,2025/02/05
TB25823,C8428,644,5,Toys,2024/02/02
TB25824,C1927,753,5,Books,2025/05/13
TB25825,C4685,1452,5,Books,2024/12/19
TB25826,C4473,1867,2,Clothing,2024/01/02
TB25827,C5194,1962,2,Toys,2024/01/24
TB25828,C3366,426,1,Toys,2025/03/05
TB25829,C7310,1793,4,Home,2025/08/19
TB25830,C8191,1514,1,Home,2024/11/08
TB25831,C9244,972,2,Books,2025/04/21
TB25832,C4129,967,3,Books,2025/08/27
TB25833,C3737,1851,1,Books,2024/03/31
TB25834,C7771,1093,4,Clothing,2024/06/30
TB25835,C6406,1420,1,Electronics,2024/07/15
TB25836,C2351,962,4,Toys,2025/04/13
TB25837,C3371,1848,2,Clothing,2025/03/09
TB25838,C7584,1672,3,Toys,2024/12/27
TB25839,C8154,1648,5,Toys,2024/10/16
TB25840,C2079,1780,5,Toys,2024/03/13
TB25841,C2710,1842,1,Books,2024/05/28
TB25842,C3790,842,2,Books,2025/01/07
TB25843,C4856,606,3,Home,2024/06/04
TB25844,C2704,519,2,Clothing,2024/03/14
TB25845,C7032,1261,5,Electronics,2025/08/31
TB25846,C7872,72,1,Electronics,2025/02/07
TB25847,C7147,1640,2,Clothing,2025/01/02
TB25848,C2730,401,5,Books,2025/08/11
TB25849,C5932,151,3,Books,2025/08/01
TB25850,C7719,995,4,Books,2025/03/16
TB25851,C5032,1491,3,Books,2025/05/11
TB25852,C4645,1529,1,Electronics,2025/06/04
TB25853,C6419,689,3,Books,2025/09/26
TB25854,C4277,1495,4,Books,2025/05/03
TB25855,C7664,1570,1,Home,2024/02/28
TB25856,C5409,1486,3,Toys,2025/05/13
TB25857,C2621,1520,5,Toys,2025/04/02
TB25858,C8466,661,5,Home,2025/12/23
TB25859,C3166,926,5,Food,2025/11/12
TB25860,C7624,1915,2,Toys,2024/09/25
TB25861,C1504,423,4,Home,2024/04/01
TB25862,C3108,446,4,Home,2025/03/26
TB25863,C7483,1125,5,Clothing,2025/02/26
TB25864,C6521,1845,2,Toys,2025/04/24
TB25865,C7064,781,5,Electronics,2024/01/02
TB25866,C7067,1931,3,Electronics,2025/12/25
TB25867,C4395,1724,4,Toys,2025/06/27
TB25868,C2003,143,1,Clothing,2025/02/28
TB25869,C5325,1413,5,Food,2025/12/28
TB25870,C1295,133,4,Electronics,2024/07/24
TB25871,C7903,550,2,Books,2025/08/30
TB25872,C3444,1774,5,Electronics,2025/11/15
TB25873,C2685,1533,1,Electronics,2025/08/29
TB25874,C1915,400,1,Food,2024/09/08
TB25875,C6711,933,4,Food,2024/02/12
TB25876,C7858,318,1,Books,2024/11/02
TB25877,C1056,908,4,Food,2024/08/17
TB25878,C7983,1932,3,Electronics,2024/07/20
TB25879,C4871,622,2,Home,2024/09/27
TB25880,C4281,498,4,Electronics,2024/04/06
TB25881,C8501,844,3,Books,2024/07/18
TB25882,C6206,655,3,Food,2025/03/20
TB25883,C9098,787,1,Food,2025/08/18
TB25884,C5970,1732,5,Home,2025/01/18
TB25885,C7303,1031,2,Toys,2025/11/15
TB25886,C8886,1534,5,Electronics,2025/03/01
TB25887,C9775,1797,4,Clothing,2025/06/27
TB25888,C2415,520,4,Home,2024/02/18
TB25889,C7410,582,1,Books,2024/05/05
TB25890,C4605,286,5,Toys,2025/05/14
TB25891,C7949,915,2,Food,2024/08/20
TB25892,C7602,1252,2,Books,2025/11/12
TB25893,C5559,955,3,Toys,2024/01/06
TB25894,C8616,658,1,Food,2024/08/06
TB25895,C1672,654,2,Food,2025/04/30
TB25896,C7771,451,4,Home,2024/03/06
TB25897,C9862,524,3,Food,2024/11/24
TB25898,C8855,1718,5,Home,2024/07/02
TB25899,C4751,510,4,Electronics,2025/08/26
TB25900,C1623,1010,5,Food,2025/12/06
TB25901,C6347,252,1,Electronics,2025/05/31
TB25902,C9569,624,5,Clothing,2024/03/28
TB25903,C9031,755,3,Food,2025/09/24
TB25904,C5084,1984,2,Home,2025/07/25
TB25905,C4130,1370,4,Electronics,2025/08/14
TB25906,C5397,1588,4,Toys,2025/10/30
TB25907,C9489,1800,1,Books,2024/03/09
TB25908,C5314,241,4,Toys,2024/01/24
TB25909,C8540,1479,4,Books,2024/03/21
TB25910,C1587,1803,3,Books,2024/11/20
TB25911,C4460,175,3,Books,2024/05/23
TB25912,C5359,988,1,Home,2024/07/19
TB25913,C7143,1088,3,Books,2025/12/27
TB25914,C1397,1587,2,Home,2024/07/26
TB25915,C6557,408,2,Home,2024/09/17
TB25916,C6783,931,4,Clothing,2025/01/15
TB25917,C7370,451,4,Clothing,2025/07/30
TB25918,C7696,1446,2,Clothing,2024/04/22
TB25919,C7204,464,3,Electronics,2024/01/03
TB25920,C8372,1491,4,Toys,2024/01/17
TB25921,C3088,1844,2,Books,2024/10/06
TB25922,C8328,1794,4,Clothing,2025/12/21
TB25923,C2697,1932,5,Clothing,2024/03/20
TB25924,C3246,792,1,Food,2025/10/23
TB25925,C7782,545,1,Home,2024/08/12
TB25926,C7604,781,4,Electronics,2024/01/09
TB25927,C3976,1127,5,Toys,2024/01/06
TB25928,C8081,667,1,Food,2024/10/26
TB25929,C3346,622,4,Home,2025/06/26
TB25930,C8519,644,4,Toys,2025/07/05
TB25931,C3810,515,3,Clothing,2025/10/19
TB25932,C9497,1274,3,Electronics,2025/07/08
TB25933,C5149,1328,1,Food,2024/02/21
TB25934,C8434,1608,4,Clothing,2025/11/19
TB25935,C2300,606,4,Electronics,2024/12/24
TB25936,C4090,626,5,Books,2024/12/07
TB25937,C5012,1033,1,Home,2024/12/24
TB25938,C9546,1673,4,Home,2024/07/19
TB25939,C2333,1576,1,Toys,2025/03/31
TB25940,C2151,914,5,Electronics,2024/09/05
TB25941,C1022,1780,4,Food,2024/05/07
TB25942,C1973,1857,3,Toys,2025/09/11
TB25943,C9361,1862,1,Toys,2024/07/04
TB25944,C4729,241,4,Toys,2025/05/13
TB25945,C4639,288,3,Food,2024/02/21
TB25946,C4296,1674,4,Toys,2025/12/03
TB25947,C5035,789,3,Electronics,2025/05/17
TB25948,C6985,1235,1,Electronics,2024/09/17
TB25949,C1214,1188,1,Clothing,2025/08/28
TB25950,C7705,676,3,Toys,2024/11/08
TB25951,C6657,985,4,Books,2024/05/10
TB25952,C4169,768,2,Clothing,2024/02/08
TB25953,C2553,950,4,Toys,2025/04/25
TB25954,C5418,1776,3,Clothing,2025/10/28
TB25955,C4850,1449,5,Books,2024/04/13
TB25956,C8802,1411,1,Clothing,2025/01/29
TB25957,C7131,522,2,Toys,2024/04/13
TB25958,C3145,1303,5,Electronics,2025/08/12
TB25959,C7505,94,1,Home,2025/01/16
TB25960,C1148,1407,5,Clothing,2024/09/13
TB25961,C5754,774,3,Books,2025/04/30
TB25962,C9957,803,5,Home,2024/12/22
TB25963,C6211,1489,4,Electronics,2024/07/15
TB25964,C1320,707,1,Food,2024/11/10
TB25965,C2440,903,3,Electronics,2025/01/28
TB25966,C6770,137,5,Books,2025/11/24
TB25967,C4256,1594,4,Home,2024/04/23
TB25968,C8750,1275,4,Books,2025/12/13
TB25969,C8437,414,1,Toys,2024/04/02
TB25970,C9044,1285,3,Toys,2024/07/23
TB25971,C5461,422,5,Toys,2024/04/09
TB25972,C4563,977,2,Toys,2024/01/15
TB25973,C6808,1370,4,Clothing,2024/07/11
TB25974,C4263,98,5,Clothing,2024/08/12
TB25975,C5505,274,5,Toys,2024/09/02
TB25976,C3323,310,4,Books,2025/08/20
TB25977,C8922,844,2,Food,2025/11/19
TB25978,C7471,1572,4,Food,2025/02/15
TB25979,C6291,990,2,Home,2025/05/17
TB25980,C2327,770,4,Clothing,2024/07/20
TB25981,C2544,1965,1,Toys,2024/06/09
TB25982,C7598,124,3,Electronics,2024/12/15
TB25983,C7903,637,1,Food,2024/07/18
TB25984,C5518,1455,3,Electronics,2025/08/23
TB25985,C2794,1159,4,Home,2025/08/12
TB25986,C3872,1160,4,Home,2024/11/30
TB25987,C4412,358,1,Food,2024/08/15
TB25988,C2033,1850,3,Toys,2025/10/01
TB25989,C5008,1304,4,Clothing,2024/08/18
TB25990,C3756,1082,1,Food,2024/11/05
TB25991,C4849,1814,1,Electronics,2025/03/14
TB25992,C5171,1713,5,Food,2025/07/15
TB25993,C8672,779,3,Electronics,2025/06/05
TB25994,C1122,1489,1,Electronics,2024/01/27
TB25995,C2020,1564,5,Electronics,2025/09/23
TB25996,C2555,999,3,Clothing,2025/05/02
TB25997,C3090,233,4,Toys,2024/10/20
TB25998,C5978,1745,5,Home,2025/04/02
TB25999,C9266,589,4,Home,2024/12/10
TB26000,C5395,510,5,Food,2025/06/20
TB26001,C8948,1871,3,Home,2024/06/28
TB26002,C9163,1454,5,Books,2025/12/07
TB26003,C6600,1340,1,Home,2024/01/28
TB26004,C7398,68,5,Electronics,2025/05/06
TB26005,C8298,438,1,Books,2025/02/09
TB26006,C1178,1460,2,Electronics,2025/11/05
TB26007,C8297,640,3,Food,2024/01/17
TB26008,C8873,1386,1,Home,2025/11/26
TB26009,C5662,1139,2,Food,2025/02/07
TB26010,C5629,713,5,Food,2025/11/06
TB26011,C4062,1319,2,Electronics,2025/06/04
TB26012,C7690,1524,5,Food,2024/06/13
TB26013,C3913,521,5,Food,2024/12/04
TB26014,C4635,1896,5,Electronics,2025/10/07
TB26015,C1536,547,5,Toys,2025/11/26
TB26016,C1904,770,2,Food,2024/04/22
TB26017,C8494,1017,4,Electronics,2024/05/04
TB26018,C4469,1074,3,Food,2025/12/31
TB26019,C2923,298,2,Electronics,2025/10/25
TB26020,C8707,1566,3,Home,2024/04/29
TB26021,C3746,1392,3,Food,2024/03/05
TB26022,C9764,273,4,Electronics,2024/11/01
TB26023,C1431,1285,1,Clothing,2024/04/24
TB26024,C5952,112,1,Books,2024/04/29
TB26025,C8099,829,2,Food,2025/11/20
TB26026,C9341,1289,1,Toys,2024/02/06
TB26027,C5960,970,5,Clothing,2024/08/29
TB26028,C6734,1112,2,Food,2024/08/26
TB26029,C7372,448,2,Home,2024/05/18
TB26030,C4847,280,3,Home,2025/08/25
TB26031,C9039,139,1,Home,2024/04/02
TB26032,C9383,885,4,Toys,2024/09/30
TB26033,C7884,1491,2,Home,2024/01/22
TB26034,C7965,636,5,Home,2024/03/09
TB26035,C3606,60,1,Toys,2025/08/17
TB26036,C4760,590,4,Books,2024/04/17
TB26037,C8153,425,1,Electronics,2025/09/17
TB26038,C1623,1288,5,Home,2025/06/25
TB26039,C1862,1956,1,Clothing,2025/03/12
TB26040,C8368,296,3,Books,2025/05/18
TB26041,C4633,1557,1,Toys,2025/02/11
TB26042,C7034,713,5,Books,2025/11/03
TB26043,C7689,1809,2,Home,2025/10/11
TB26044,C3144,415,1,Toys,2025/07/11
TB26045,C6301,1242,1,Books,2025/03/19
TB26046,C1523,1943,2,Clothing,2025/09/27
TB26047,C5327,1241,2,Books,2024/08/16
TB26048,C9603,1258,2,Home,2024/02/04
TB26049,C2354,287,1,Books,2024/12/22
TB26050,C4392,1833,2,Toys,2024/10/23
TB26051,C2582,1829,5,Home,2024/09/22
TB26052,C9566,584,3,Clothing,2024/09/30
TB26053,C2855,613,4,Food,2025/11/09
TB26054,C7922,1420,5,Home,2025/05/17
TB26055,C6452,1901,2,Electronics,2025/04/11
